,league_,season_,team_,player_,nation_,pos_,age_,born_,90s_,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_,xAG_,Expected_xA,Expected_A-xAG,KP_,1/3_,PPA_,CrsPA_,PrgP_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Att_,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int_,Tkl+Int_,Clr_,Err_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off
102,WUS-Women US A,2024,Current,Vanessa DiBernardo,USA,"MF,FW",31,1992,17.0,5,34,8,23.5,2.0,0.47,0.15,0.63,21.3,1,0,0,3.2,3.2,0.09,1.8,1.8,WUS-Women US A,2024,USA,"MF,FW",31,1992,17.0,471,683,69.0,7927,3112,222,269,82.5,193,260,74.2,41,98,41.8,6,3.9,3.2,2.1,37,71,25,6,108,WUS-Women US A,2024,USA,"MF,FW",31,1992,17.0,683,610,70,16,3,2,70,4,47,18,13,1,471,3,25,WUS-Women US A,2024,USA,"MF,FW",31,1992,17.0,59,3.47,47,7,0,3,1,1,7,0.41,6,0,0,0,1,0,WUS-Women US A,2024,USA,"MF,FW",31,1992,17.0,38,25,9,19,10,18,29,62.1,11,29,1,28,28,66,22,0,WUS-Women US A,2024,USA,"MF,FW",31,1992,17.0,890,25,165,362,371,39,890,15,4,26.7,11,73.3,486,2093,952,29,21,8,38,20,527,76,WUS-Women US A,2024,USA,"MF,FW",31,1992,17.0,3,0,0,19,9,1,70,28,25,1,0,0,96,3,7,30.0,WUS-Women US A,2024,USA,"MF,FW",31,1992,23,1531,67,65.4,17.0,20,71,1,3,37,0,2.08,37,14,23,1.35,1.02,31.6,14.6,17.0,1.0,-0.35
103,WUS-Women US A,2024,Dash,Allysha Chapman,CAN,DF,35,1989,6.0,0,1,0,0.0,0.17,0.0,0.0,,25.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,WUS-Women US A,2024,CAN,DF,35,1989,6.0,176,237,74.3,2991,1405,88,106,83.0,72,90,80.0,15,33,45.5,0,0.2,0.1,-0.2,3,15,3,1,17,WUS-Women US A,2024,CAN,DF,35,1989,6.0,237,190,45,6,0,1,3,39,0,0,0,0,176,2,4,WUS-Women US A,2024,CAN,DF,35,1989,6.0,5,0.83,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,CAN,DF,35,1989,6.0,13,7,7,6,0,5,11,45.5,6,8,4,4,18,31,21,0,WUS-Women US A,2024,CAN,DF,35,1989,6.0,312,29,163,113,38,0,312,2,0,0.0,2,100.0,144,593,324,5,3,0,4,0,151,5,WUS-Women US A,2024,CAN,DF,35,1989,6.0,2,0,0,7,7,1,3,18,7,0,1,0,21,5,6,45.5,WUS-Women US A,2024,CAN,DF,35,1989,8,542,68,23.2,6.0,6,82,4,2,27,5,0.75,7,12,-5,-0.83,0.02,9.1,11.4,-2.4,-0.39,0.7
104,WUS-Women US A,2024,Dash,Amanda West,CAN,"FW,MF",22,2001,8.1,1,18,6,33.3,2.22,0.74,0.06,0.17,18.5,0,0,0,1.9,1.9,0.1,-0.9,-0.9,WUS-Women US A,2024,CAN,"FW,MF",22,2001,8.1,131,198,66.2,1966,622,75,93,80.6,50,67,74.6,5,14,35.7,1,0.6,0.7,0.4,5,14,3,1,18,WUS-Women US A,2024,CAN,"FW,MF",22,2001,8.1,198,177,20,0,0,0,17,17,0,0,0,0,131,1,11,WUS-Women US A,2024,CAN,"FW,MF",22,2001,8.1,9,1.11,6,0,2,1,0,0,1,0.12,1,0,0,0,0,0,WUS-Women US A,2024,CAN,"FW,MF",22,2001,8.1,11,7,5,3,3,4,13,30.8,9,11,2,9,3,14,6,0,WUS-Women US A,2024,CAN,"FW,MF",22,2001,8.1,303,9,44,123,144,31,303,33,13,39.4,20,60.6,178,1239,533,21,11,12,14,19,195,42,WUS-Women US A,2024,CAN,"FW,MF",22,2001,8.1,0,0,0,4,6,3,17,3,7,0,0,0,35,5,6,45.5,WUS-Women US A,2024,CAN,"FW,MF",22,2001,16,730,46,31.2,8.1,6,77,1,10,27,0,1.0,6,9,-3,-0.37,0.69,8.0,14.0,-6.1,-0.75,0.27
105,WUS-Women US A,2024,Dash,Andressa,BRA,"MF,FW",31,1992,13.1,1,17,8,47.1,1.29,0.61,0.06,0.13,16.7,1,0,0,3.2,3.2,0.19,-2.2,-2.2,WUS-Women US A,2024,BRA,"MF,FW",31,1992,13.1,293,422,69.4,4985,1499,143,180,79.4,105,131,80.2,36,81,44.4,1,2.0,1.7,-1.0,18,21,7,1,45,WUS-Women US A,2024,BRA,"MF,FW",31,1992,13.1,422,363,57,15,1,0,46,5,32,23,6,0,293,2,11,WUS-Women US A,2024,BRA,"MF,FW",31,1992,13.1,43,3.27,20,10,5,1,6,1,3,0.23,1,1,1,0,0,0,WUS-Women US A,2024,BRA,"MF,FW",31,1992,13.1,28,20,7,16,5,6,23,26.1,17,17,3,14,15,43,10,0,WUS-Women US A,2024,BRA,"MF,FW",31,1992,13.1,578,19,90,256,235,29,578,24,10,41.7,14,58.3,319,1697,737,18,18,6,31,12,357,48,WUS-Women US A,2024,BRA,"MF,FW",31,1992,13.1,3,0,0,31,28,3,46,15,20,0,1,0,59,7,20,25.9,WUS-Women US A,2024,BRA,"MF,FW",31,1992,24,1183,49,50.6,13.1,15,69,4,9,16,0,0.71,8,21,-13,-0.99,-0.29,12.3,26.1,-13.8,-1.05,-0.24
106,WUS-Women US A,2024,Dash,Avery Patterson,USA,"DF,FW",21,2002,23.0,1,28,5,17.9,1.22,0.22,0.04,0.2,16.2,0,0,0,2.2,2.2,0.08,-1.2,-1.2,WUS-Women US A,2024,USA,"DF,FW",21,2002,23.0,661,908,72.8,10006,4673,388,464,83.6,224,325,68.9,35,64,54.7,2,1.1,1.1,0.9,12,49,19,5,81,WUS-Women US A,2024,USA,"DF,FW",21,2002,23.0,908,672,231,10,0,5,35,221,0,0,0,0,661,5,21,WUS-Women US A,2024,USA,"DF,FW",21,2002,23.0,47,2.04,30,4,5,3,5,0,4,0.17,3,0,1,0,0,0,WUS-Women US A,2024,USA,"DF,FW",21,2002,23.0,59,35,42,12,5,37,58,63.8,21,39,6,33,29,88,51,1,WUS-Women US A,2024,USA,"DF,FW",21,2002,23.0,1260,78,377,524,378,57,1260,70,28,40.0,38,54.3,575,3565,1789,54,21,19,47,42,576,95,WUS-Women US A,2024,USA,"DF,FW",21,2002,23.0,3,0,0,16,38,4,35,29,35,0,1,0,133,29,31,48.3,WUS-Women US A,2024,USA,"DF,FW",21,2002,25,2072,83,88.5,23.0,23,87,20,2,38,1,0.68,18,38,-20,-0.87,-0.2,24.6,45.9,-21.3,-0.93,0.05
107,WUS-Women US A,2024,Dash,Bárbara Olivieri,VEN,"FW,MF",21,2002,17.7,4,26,7,26.9,1.47,0.4,0.08,0.29,23.1,1,2,2,3.7,2.3,0.09,0.3,-0.3,WUS-Women US A,2024,VEN,"FW,MF",21,2002,17.7,432,617,70.0,7472,1983,222,270,82.2,150,206,72.8,50,94,53.2,2,3.4,2.8,-1.4,25,22,21,14,48,WUS-Women US A,2024,VEN,"FW,MF",21,2002,17.7,617,560,55,12,0,5,64,28,15,9,5,1,432,2,21,WUS-Women US A,2024,VEN,"FW,MF",21,2002,17.7,57,3.22,43,3,7,1,2,1,7,0.4,4,0,1,0,1,1,WUS-Women US A,2024,VEN,"FW,MF",21,2002,17.7,51,35,17,27,7,24,47,51.1,23,34,2,32,17,68,10,0,WUS-Women US A,2024,VEN,"FW,MF",21,2002,17.7,853,7,148,360,369,48,851,64,24,37.5,39,60.9,488,2811,1189,37,23,14,41,42,545,110,WUS-Women US A,2024,VEN,"FW,MF",21,2002,17.7,6,0,0,50,32,8,64,17,35,1,1,0,95,14,21,40.0,WUS-Women US A,2024,VEN,"FW,MF",21,2002,24,1592,66,68.0,17.7,17,83,8,7,27,0,0.83,17,26,-9,-0.51,1.06,21.2,33.3,-12.0,-0.68,0.79
108,WUS-Women US A,2024,Dash,Cecelia Kizer,USA,"FW,MF",26,1997,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,USA,"FW,MF",26,1997,2.4,50,66,75.8,723,179,25,31,80.6,24,29,82.8,0,1,0.0,0,0.1,0.3,-0.1,2,1,5,1,8,WUS-Women US A,2024,USA,"FW,MF",26,1997,2.4,66,63,3,0,0,0,1,2,0,0,0,0,50,0,0,WUS-Women US A,2024,USA,"FW,MF",26,1997,2.4,3,1.25,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,"FW,MF",26,1997,2.4,7,3,0,4,3,0,2,0.0,2,3,0,3,1,8,3,0,WUS-Women US A,2024,USA,"FW,MF",26,1997,2.4,99,6,15,46,38,2,99,7,2,28.6,5,71.4,49,201,80,2,2,0,8,5,66,11,WUS-Women US A,2024,USA,"FW,MF",26,1997,2.4,0,0,0,1,0,0,1,1,3,0,0,0,6,0,1,0.0,WUS-Women US A,2024,USA,"FW,MF",26,1997,5,216,43,9.2,2.4,3,60,0,2,19,0,0.2,1,7,-6,-2.5,-1.82,1.1,8.6,-7.4,-3.09,-2.38
109,WUS-Women US A,2024,Dash,Courtney Petersen,USA,DF,26,1997,12.9,0,4,0,0.0,0.31,0.0,0.0,,23.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,WUS-Women US A,2024,USA,DF,26,1997,12.9,500,675,74.1,8982,3575,199,229,86.9,251,314,79.9,42,107,39.3,0,1.2,0.9,-1.2,7,39,10,6,45,WUS-Women US A,2024,USA,DF,26,1997,12.9,675,585,90,17,0,4,25,69,4,3,0,0,500,0,10,WUS-Women US A,2024,USA,DF,26,1997,12.9,12,0.93,10,1,1,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,DF,26,1997,12.9,16,8,6,9,1,10,20,50.0,10,10,5,5,15,31,40,0,WUS-Women US A,2024,USA,DF,26,1997,12.9,797,68,355,350,94,5,797,8,5,62.5,3,37.5,426,1866,1023,16,3,2,20,9,480,24,WUS-Women US A,2024,USA,DF,26,1997,12.9,2,0,0,7,3,0,25,15,8,0,0,0,81,7,8,46.7,WUS-Women US A,2024,USA,DF,26,1997,16,1161,73,49.6,12.9,12,87,11,4,29,1,0.81,9,21,-12,-0.93,-0.17,12.2,26.6,-14.4,-1.12,-0.36
110,WUS-Women US A,2024,Dash,Croix Soto,,"DF,FW",,,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,,"DF,FW",,,0.3,5,7,71.4,79,7,2,3,66.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,WUS-Women US A,2024,,"DF,FW",,,0.3,7,5,2,0,0,0,0,2,0,0,0,0,5,0,0,WUS-Women US A,2024,,"DF,FW",,,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,,"DF,FW",,,0.3,3,1,2,1,0,3,4,75.0,1,1,1,0,0,3,7,0,WUS-Women US A,2024,,"DF,FW",,,0.3,19,6,14,6,0,0,19,0,0,,0,,3,14,0,0,0,0,1,0,3,0,WUS-Women US A,2024,,"DF,FW",,,0.3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,WUS-Women US A,2024,,"DF,FW",,,3,30,10,1.3,0.3,0,,0,3,10,11,1.0,1,3,-2,-6.0,-5.22,0.1,1.7,-1.6,-4.66,-3.78
111,WUS-Women US A,2024,Dash,Diana Ordoñez,MEX,"FW,MF",22,2001,19.1,5,40,15,37.5,2.09,0.78,0.13,0.33,14.0,0,0,1,5.9,5.0,0.12,-0.9,0.0,WUS-Women US A,2024,MEX,"FW,MF",22,2001,19.1,252,383,65.8,3989,512,137,185,74.1,87,124,70.2,19,37,51.4,0,0.8,0.7,-0.8,12,11,6,2,20,WUS-Women US A,2024,MEX,"FW,MF",22,2001,19.1,383,340,42,1,0,2,13,9,0,0,0,0,252,1,18,WUS-Women US A,2024,MEX,"FW,MF",22,2001,19.1,26,1.36,15,2,1,7,1,0,3,0.16,1,1,0,1,0,0,WUS-Women US A,2024,MEX,"FW,MF",22,2001,19.1,14,8,1,5,8,7,14,50.0,7,17,3,14,4,18,22,0,WUS-Women US A,2024,MEX,"FW,MF",22,2001,19.1,599,28,76,293,236,68,598,27,12,44.4,15,55.6,311,1393,435,13,10,6,40,40,380,70,WUS-Women US A,2024,MEX,"FW,MF",22,2001,19.1,2,0,0,30,20,4,13,4,8,0,0,0,56,32,45,41.6,WUS-Women US A,2024,MEX,"FW,MF",22,2001,24,1722,72,73.6,19.1,19,85,14,5,23,1,0.83,12,30,-18,-0.94,-0.36,18.8,38.5,-19.8,-1.03,-0.39
112,WUS-Women US A,2024,Dash,Elin Rubensson,SWE,MF,30,1993,11.3,0,6,2,33.3,0.53,0.18,0.0,0.0,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,WUS-Women US A,2024,SWE,MF,30,1993,11.3,306,396,77.3,5328,1610,133,170,78.2,137,156,87.8,29,48,60.4,1,1.1,1.2,-0.1,8,37,4,1,35,WUS-Women US A,2024,SWE,MF,30,1993,11.3,396,364,31,12,0,1,19,15,4,3,0,1,306,1,16,WUS-Women US A,2024,SWE,MF,30,1993,11.3,21,1.86,14,3,1,0,0,3,1,0.09,1,0,0,0,0,0,WUS-Women US A,2024,SWE,MF,30,1993,11.3,31,21,12,17,2,14,27,51.9,13,12,0,12,18,49,18,0,WUS-Women US A,2024,SWE,MF,30,1993,11.3,520,27,127,292,109,7,520,11,5,45.5,6,54.5,267,1330,599,16,11,1,21,11,302,17,WUS-Women US A,2024,SWE,MF,30,1993,11.3,2,0,0,15,5,0,19,18,21,0,0,0,51,4,9,30.8,WUS-Women US A,2024,SWE,MF,30,1993,15,1018,68,43.5,11.3,12,78,7,3,29,1,0.67,7,22,-15,-1.33,-0.85,9.8,26.6,-16.8,-1.49,-0.98
113,WUS-Women US A,2024,Dash,Havana Solaun,JAM,MF,30,1993,1.9,1,1,1,100.0,0.54,0.54,1.0,1.0,17.7,0,0,0,0.1,0.1,0.05,0.9,0.9,WUS-Women US A,2024,JAM,MF,30,1993,1.9,76,95,80.0,1180,306,47,56,83.9,24,29,82.8,4,8,50.0,0,0.0,0.0,0.0,0,4,0,0,7,WUS-Women US A,2024,JAM,MF,30,1993,1.9,95,95,0,0,0,0,0,0,0,0,0,0,76,0,2,WUS-Women US A,2024,JAM,MF,30,1993,1.9,2,1.08,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,JAM,MF,30,1993,1.9,4,1,2,2,0,2,4,50.0,2,5,1,4,1,5,3,0,WUS-Women US A,2024,JAM,MF,30,1993,1.9,116,5,31,73,14,2,116,5,3,60.0,2,40.0,55,255,146,2,0,0,2,1,68,4,WUS-Women US A,2024,JAM,MF,30,1993,1.9,1,0,0,3,1,0,0,1,1,0,0,0,17,1,3,25.0,WUS-Women US A,2024,JAM,MF,30,1993,5,167,33,7.1,1.9,1,61,0,4,27,3,0.8,2,5,-3,-1.62,-0.83,2.3,3.6,-1.3,-0.68,0.27
114,WUS-Women US A,2024,Dash,Heather Hinz,,GK,,,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,,GK,,,1.0,24,30,80.0,662,458,3,3,100.0,11,12,91.7,10,15,66.7,0,0.0,0.0,0.0,0,0,0,0,0,WUS-Women US A,2024,,GK,,,1.0,30,16,14,5,0,0,0,0,0,0,0,0,24,0,0,WUS-Women US A,2024,,GK,,,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,,GK,,,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,WUS-Women US A,2024,,GK,,,1.0,36,34,36,0,0,0,36,0,0,,0,,15,70,39,0,0,0,0,0,10,0,WUS-Women US A,2024,,GK,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WUS-Women US A,2024,,GK,,,1,90,90,3.8,1.0,1,90,1,0,,16,0.0,2,3,-1,-1.0,-0.16,1.1,2.1,-1.0,-0.97,-0.04
115,WUS-Women US A,2024,Dash,Isabella Briede,USA,"MF,FW",25,1998,4.1,0,3,1,33.3,0.73,0.24,0.0,0.0,21.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,WUS-Women US A,2024,USA,"MF,FW",25,1998,4.1,126,156,80.8,1766,317,74,88,84.1,41,45,91.1,5,8,62.5,0,0.2,0.1,-0.2,5,6,3,0,10,WUS-Women US A,2024,USA,"MF,FW",25,1998,4.1,156,153,3,0,0,0,3,0,2,2,0,0,126,0,6,WUS-Women US A,2024,USA,"MF,FW",25,1998,4.1,6,1.46,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,"MF,FW",25,1998,4.1,3,2,2,1,0,1,4,25.0,3,1,0,1,3,6,3,0,WUS-Women US A,2024,USA,"MF,FW",25,1998,4.1,202,5,45,97,61,9,202,6,1,16.7,4,66.7,122,639,195,4,1,1,14,6,137,22,WUS-Women US A,2024,USA,"MF,FW",25,1998,4.1,0,0,0,1,3,0,3,3,2,0,0,0,27,2,5,28.6,WUS-Women US A,2024,USA,"MF,FW",25,1998,17,371,22,15.9,4.1,2,63,0,15,16,7,0.53,3,7,-4,-0.97,-0.15,4.6,8.6,-4.0,-0.96,-0.04
116,WUS-Women US A,2024,Dash,Jane Campbell,USA,GK,28,1995,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,USA,GK,28,1995,25.0,810,1044,77.6,19707,13603,212,216,98.1,368,385,95.6,229,439,52.2,0,0.0,0.1,0.0,1,5,0,0,2,WUS-Women US A,2024,USA,GK,28,1995,25.0,1044,751,290,91,0,1,0,0,0,0,0,0,810,3,0,WUS-Women US A,2024,USA,GK,28,1995,25.0,3,0.12,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,GK,28,1995,25.0,4,1,4,0,0,4,4,100.0,0,0,0,0,0,4,10,0,WUS-Women US A,2024,USA,GK,28,1995,25.0,1107,844,1089,18,0,0,1107,0,0,,0,,611,2963,1986,0,0,0,0,0,497,0,WUS-Women US A,2024,USA,GK,28,1995,25.0,2,0,0,0,2,0,0,0,1,0,0,0,24,2,0,100.0,WUS-Women US A,2024,USA,GK,28,1995,25,2250,90,96.2,25.0,25,90,25,0,,1,0.8,18,39,-21,-0.84,0.16,26.1,49.4,-23.2,-0.93,0.04
117,WUS-Women US A,2024,Dash,Jyllissa Harris,USA,DF,23,2000,8.9,0,5,2,40.0,0.56,0.22,0.0,0.0,13.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,WUS-Women US A,2024,USA,DF,23,2000,8.9,290,387,74.9,6421,2675,61,71,85.9,176,206,85.4,53,104,51.0,0,0.1,0.1,-0.1,2,33,1,0,23,WUS-Women US A,2024,USA,DF,23,2000,8.9,387,362,19,16,0,1,2,2,0,0,0,0,290,6,0,WUS-Women US A,2024,USA,DF,23,2000,8.9,8,0.9,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,DF,23,2000,8.9,13,5,11,2,0,9,13,69.2,4,10,9,1,8,21,46,0,WUS-Women US A,2024,USA,DF,23,2000,8.9,472,89,302,158,14,5,472,1,1,100.0,0,0.0,283,1419,896,5,3,0,0,2,300,3,WUS-Women US A,2024,USA,DF,23,2000,8.9,1,0,0,3,0,0,2,8,5,0,0,0,36,8,7,53.3,WUS-Women US A,2024,USA,DF,23,2000,11,804,73,34.4,8.9,9,88,8,2,5,15,0.55,9,20,-11,-1.23,-0.59,9.7,19.0,-9.2,-1.03,-0.16
118,WUS-Women US A,2024,Dash,Kiki Van Zanten,JAM,"FW,MF",22,2001,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,JAM,"FW,MF",22,2001,1.3,38,54,70.4,582,156,19,24,79.2,15,25,60.0,3,3,100.0,0,0.0,0.0,0.0,1,3,1,0,3,WUS-Women US A,2024,JAM,"FW,MF",22,2001,1.3,54,40,14,4,0,0,2,10,0,0,0,0,38,0,1,WUS-Women US A,2024,JAM,"FW,MF",22,2001,1.3,1,0.83,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,JAM,"FW,MF",22,2001,1.3,3,1,2,0,1,0,2,0.0,2,9,1,8,0,3,2,0,WUS-Women US A,2024,JAM,"FW,MF",22,2001,1.3,82,3,31,39,17,0,82,11,6,54.5,5,45.5,40,397,256,5,3,0,4,3,43,2,WUS-Women US A,2024,JAM,"FW,MF",22,2001,1.3,1,0,0,1,2,0,2,0,1,0,0,0,8,0,1,0.0,WUS-Women US A,2024,JAM,"FW,MF",22,2001,4,113,28,4.8,1.3,1,59,0,3,18,0,1.0,1,6,-5,-3.98,-3.3,0.9,3.6,-2.7,-2.19,-1.32
119,WUS-Women US A,2024,Dash,Madison Ayson,,FW,,,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,,FW,,,0.1,3,4,75.0,55,19,1,2,50.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,WUS-Women US A,2024,,FW,,,0.1,4,3,1,0,0,0,0,1,0,0,0,0,3,0,0,WUS-Women US A,2024,,FW,,,0.1,1,10.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,,FW,,,0.1,2,0,2,0,0,2,2,100.0,0,1,1,0,0,2,0,0,WUS-Women US A,2024,,FW,,,0.1,8,3,5,2,1,0,8,0,0,,0,,1,0,0,0,0,0,0,0,3,0,WUS-Women US A,2024,,FW,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WUS-Women US A,2024,,FW,,,1,9,9,0.4,0.1,0,,0,1,9,15,0.0,0,1,-1,-10.0,-9.19,0.6,0.1,0.5,4.6,5.55
120,WUS-Women US A,2024,Dash,Maria Sanchez,MEX,"FW,DF",27,1996,3.9,0,3,0,0.0,0.78,0.0,0.0,,32.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,WUS-Women US A,2024,MEX,"FW,DF",27,1996,3.9,144,217,66.4,2582,1009,63,76,82.9,56,71,78.9,20,51,39.2,1,1.3,1.2,-0.3,12,10,2,1,15,WUS-Women US A,2024,MEX,"FW,DF",27,1996,3.9,217,138,77,14,2,1,41,42,21,9,9,0,144,2,5,WUS-Women US A,2024,MEX,"FW,DF",27,1996,3.9,16,4.15,6,8,1,0,1,0,1,0.26,1,0,0,0,0,0,WUS-Women US A,2024,MEX,"FW,DF",27,1996,3.9,6,4,1,4,1,1,7,14.3,6,5,0,5,8,14,7,0,WUS-Women US A,2024,MEX,"FW,DF",27,1996,3.9,283,10,71,115,100,5,283,23,6,26.1,17,73.9,119,709,324,11,4,3,9,4,126,17,WUS-Women US A,2024,MEX,"FW,DF",27,1996,3.9,0,0,0,1,9,0,41,8,4,0,0,0,24,5,3,62.5,WUS-Women US A,2024,MEX,"FW,DF",27,1996,4,347,87,14.8,3.9,4,87,3,0,,0,1.0,5,10,-5,-1.3,-0.53,3.8,8.4,-4.6,-1.18,-0.3
121,WUS-Women US A,2024,Dash,Michelle Alozie,NGA,"FW,DF",26,1997,15.0,0,26,6,23.1,1.74,0.4,0.0,0.0,13.6,0,0,0,2.4,2.4,0.09,-2.4,-2.4,WUS-Women US A,2024,NGA,"FW,DF",26,1997,15.0,225,355,63.4,3171,900,129,170,75.9,78,120,65.0,8,28,28.6,1,0.7,1.5,0.3,9,5,5,2,16,WUS-Women US A,2024,NGA,"FW,DF",26,1997,15.0,355,296,58,1,1,0,31,47,0,0,0,0,225,1,28,WUS-Women US A,2024,NGA,"FW,DF",26,1997,15.0,30,2.0,22,2,1,3,1,1,4,0.27,3,0,0,1,0,0,WUS-Women US A,2024,NGA,"FW,DF",26,1997,15.0,16,8,6,4,6,8,17,47.1,9,18,3,15,8,24,14,0,WUS-Women US A,2024,NGA,"FW,DF",26,1997,15.0,557,21,103,198,262,70,557,42,11,26.2,30,71.4,308,2117,887,33,23,18,56,39,319,109,WUS-Women US A,2024,NGA,"FW,DF",26,1997,15.0,3,0,0,17,18,11,31,8,8,0,0,0,63,15,17,46.9,WUS-Women US A,2024,NGA,"FW,DF",26,1997,24,1348,56,57.6,15.0,14,79,5,10,24,0,0.79,10,23,-13,-0.87,-0.05,15.4,29.5,-14.1,-0.94,-0.02
